Date,Tweet,User,Tweet ID,Tweet Url,Cleaned Tweets,Polarity,Subjectivity,TextBlob Sentiment,Intensity,Cardiff Sentiment,Confidence
2022-11-10 09:28:34+00:00,Hardik Pandya best T20I knock .. rampage sir 🙏🥵,TheSandeepTweet,1590637529577193473,https://twitter.com/TheSandeepTweet/status/1590637529577193473,Hardik Pandya best T20I knock .. rampage sir 🙏🥵,1.0,0.3,Positive,Somewhat Objective,Positive,0.9418819546699524
2022-11-10 09:28:34+00:00,"@fatima__kk Ok,my number watts app is 67627980",lasseni_tangara,1590637529556217856,https://twitter.com/lasseni_tangara/status/1590637529556217856," Ok,my number watts app is 67627980",0.0,0.0,Neutral,Objective,Neutral,0.7454689741134644
2022-11-10 09:28:34+00:00,@Pihusha71 Yes I Love You,akbor_mollah,1590637529489117184,https://twitter.com/akbor_mollah/status/1590637529489117184, Yes I Love You,0.5,0.6,Positive,Somewhat Subjective,Positive,0.9682027101516724
2022-11-10 09:28:34+00:00,mama’s home.,0FCHARMS,1590637529434271744,https://twitter.com/0FCHARMS/status/1590637529434271744,mama’s home.,0.0,0.0,Neutral,Objective,Neutral,0.5791923999786377
2022-11-10 09:28:34+00:00,let go of what isIf I should meet thee #鉴穴 #鉴逼 #鉴胸 #鉴奶 #奶子 #骚逼 #小穴 #发情 #文爱 #图片 #视频  #母狗  #性爱  #鸡巴 #母狗 #学生 #女高 #反差  #自慰 #喷水 #处女 #白虎 #王者荣耀 #吃鸡 #调教 #露出 #巨乳 #萝莉 #自拍 #高潮2 1 never yours  https://t.co/kzIETZ1FxD,OmarySa63134440,1590637529375858688,https://twitter.com/OmarySa63134440/status/1590637529375858688,let go of what isIf I should meet thee 鉴穴 鉴逼 鉴胸 鉴奶 奶子 骚逼 小穴 发情 文爱 图片 视频  母狗  性爱  鸡巴 母狗 学生 女高 反差  自慰 喷水 处女 白虎 王者荣耀 吃鸡 调教 露出 巨乳 萝莉 自拍 高潮2 1 never yours  ,0.0,0.0,Neutral,Objective,Neutral,0.8298813104629517
2022-11-10 09:28:34+00:00,Hardikkk arrived at right time 🔥🥹,manisayzz,1590637529266806789,https://twitter.com/manisayzz/status/1590637529266806789,Hardikkk arrived at right time 🔥🥹,0.2857142857142857,0.5357142857142857,Positive,Somewhat Subjective,Positive,0.8879250288009644
2022-11-10 09:28:34+00:00,All-rounder on All-rounder crime,bent_copper,1590637529266786305,https://twitter.com/bent_copper/status/1590637529266786305,All-rounder on All-rounder crime,0.0,0.0,Neutral,Objective,Neutral,0.8268573880195618
2022-11-10 09:28:34+00:00,"I Can't Believe They are Doing This! Better Off at Goodwill - Thrift With Me"" https://t.co/uNEbSAAo5R 93",TommyBrain,1590637529224859648,https://twitter.com/TommyBrain/status/1590637529224859648,"I Can't Believe They are Doing This! Better Off at Goodwill - Thrift With Me""  93",0.5,0.5,Positive,Somewhat Subjective,Neutral,0.40341517329216003
2022-11-10 09:28:34+00:00,"Have you heard about the milk man?
[Glances at Mizai]",legitpitou,1590637529224843264,https://twitter.com/legitpitou/status/1590637529224843264,Have you heard about the milk man? [Glances at Mizai],0.0,0.0,Neutral,Objective,Neutral,0.9515060782432556
2022-11-10 09:28:34+00:00,Goodnight everyone &lt;3 https://t.co/REJK2294DZ,Melony_TheMelon,1590637529199362049,https://twitter.com/Melony_TheMelon/status/1590637529199362049,Goodnight everyone &lt;3 ,0.0,0.0,Neutral,Objective,Positive,0.9793902635574341
2022-11-10 09:28:34+00:00,"11/10 아마스툽 1-18
I am voting for BTS (@BTS_twt) for Favorite Pop Duo or Group at the #AMAs",BtsLvjjiiiiin,1590637529136779264,https://twitter.com/BtsLvjjiiiiin/status/1590637529136779264,11/10 아마스툽 1-18 I am voting for BTS () for Favorite Pop Duo or Group at the AMAs,0.5,1.0,Positive,Subjective,Neutral,0.7130337357521057
2022-11-10 09:28:34+00:00,@PDonovan_econ Inflation right now is like 8% if corporate profits margins were unchanged what wouod inflation be? Put it like; people know it’s not ALL corporate so let’s know what the # is.,PatrickPatten8,1590637529060868097,https://twitter.com/PatrickPatten8/status/1590637529060868097, Inflation right now is like 8% if corporate profits margins were unchanged what wouod inflation be? Put it like; people know it’s not ALL corporate so let’s know what the  is.,0.0952380952380952,0.1785714285714285,Positive,Objective,Neutral,0.5518381595611572
2022-11-10 09:28:34+00:00,England falling apart😩,LewisPolitics2,1590637528989982721,https://twitter.com/LewisPolitics2/status/1590637528989982721,England falling apart😩,0.0,0.0,Neutral,Objective,Negative,0.8661665916442871
